-0.08078875	0.061701648	-0.054833572	-0.042363066	0.044245634	0.021052117	0.058846418	0.0774342	-0.012207597	-0.1136507	-0.064181216	-0.13124035	-0.057871297	-0.08862186	0.08021336	0.09391614
-0.03644773	0.11499506	-0.11829764	-0.23102672	0.09160657	0.08786214	0.26753882	0.15151635	-0.1410621	-0.25297955	-0.22498965	-0.34646577	0.064194	-0.22330463	0.22911908	0.2998146
0.041995697	0.26742655	-0.33772957	-0.35764173	0.23368466	0.17052966	0.38116476	0.21879378	-0.25338513	-0.46758905	-0.32202372	-0.48525742	0.05028892	-0.4312206	0.43945825	0.44093543
-0.6513745	-0.9427615	0.8381852	0.96871626	-0.73703533	-0.8776668	-1.1461687	-0.91553736	0.6938947	1.3972412	1.1029879	1.3616844	-0.6278456	1.2510905	-1.0357035	-1.2157515
-0.06329626	0.02372454	0.01631111	0.025341617	-0.034446064	-0.02750511	-0.055732857	-0.041201886	-0.001896621	0.10329466	0.023134246	0.07003784	-0.022301583	-0.006492938	-0.043730877	-0.07071604
0.028956056	0.054113414	-0.093011394	-0.12349999	0.07657995	0.077427864	0.06645688	0.0565834	-0.12517272	-0.10181186	-0.10225719	-0.105721824	0.094491936	-0.016463261	0.09402083	0.057844155
-0.6842832	-0.9035812	0.8617937	0.86679584	-0.7692872	-0.8268264	-1.0357996	-0.9065801	0.7479815	1.1342232	1.0121362	1.0998337	-0.73356277	1.1215312	-0.9672369	-1.0174285
0.04846232	0.08584621	-0.05610513	-0.10180668	0.1328549	0.028908903	0.14429632	0.11307978	-0.05111982	-0.07342182	-0.08435616	-0.13637371	0.03874952	-0.12414336	0.07928361	0.08152524
-0.50080365	-0.7746026	0.7388557	0.7200403	-0.6757915	-0.69899523	-0.85297936	-0.6640785	0.61302	1.0227102	0.84739524	0.9543756	-0.5557265	0.9261148	-0.7930092	-0.8937112
-0.07904805	-0.022614121	0.014735577	-0.008121818	0.034118447	-0.004838578	-0.0053392206	-0.0024980223	-0.02525388	-0.0605403	-0.009004523	-0.07156187	0.0129435705	0.006102964	0.006881861	0.0054104677
-0.6656471	-0.9766949	0.90018874	0.9598679	-0.82448083	-0.8822603	-1.0464365	-0.8820079	0.786102	1.1493895	1.0348722	1.1793133	-0.74804825	1.1367097	-0.96806043	-1.0863013
0.1124636	0.119280964	-0.19262174	-0.1957416	0.17965573	0.17517617	0.24960734	0.17540146	-0.17623055	-0.23664899	-0.20124875	-0.22446471	0.056148447	-0.2774561	0.18317977	0.23640959
-0.42845237	-0.5838548	0.52660865	0.60282147	-0.46479785	-0.56434584	-0.62696654	-0.5525697	0.4688738	0.77512604	0.6379823	0.77946174	-0.42370382	0.66929084	-0.6068192	-0.6383829
0.39415506	0.6315012	-0.6817298	-0.76503253	0.53122926	0.54211944	0.8205301	0.57696396	-0.5623467	-0.93093085	-0.7065341	-0.8935387	0.37297624	-0.8343944	0.7639923	0.87946355
-0.12247175	-0.029501718	-0.005885097	0.061259225	-0.026872285	-0.068514764	0.0023921097	-0.03628037	0.0691772	-0.0106798895	0.020233173	0.010194625	-0.049671672	0.0016165513	-0.024526944	-0.0037356885
-0.05879322	0.026710995	-0.010869377	-0.009868142	-0.073191874	0.024100434	0.009731257	-0.030679718	0.050510366	-0.0012430003	0.05343254	-0.023150371	-0.044828348	0.008085532	-0.051862914	-0.04346882
0.16472648	0.17253917	-0.17925373	-0.2324146	0.2174583	0.15229514	0.22218212	0.22753309	-0.2044004	-0.22052225	-0.23524104	-0.2601562	0.16809472	-0.18252687	0.20274706	0.21555491
-0.04867908	-0.14107615	0.10058955	0.17820564	-0.097203925	-0.1061971	-0.22682515	-0.20056249	0.02162172	0.32935342	0.18693951	0.23051293	-0.08328965	0.26078594	-0.16081554	-0.27861547
-0.123162046	0.008085897	-0.09250702	-0.114084	-0.032803535	-0.030774632	0.15088208	0.04537681	0.052161317	-0.18453687	-0.14352807	-0.204067	-0.06866046	-0.11083195	0.09793256	0.18565139
